code,uri,label,definition,label_en,label_fr,label_es,label_ar,label_zh,label_ru
108,NA,Burundi,NA,Burundi,Burundi,Burundi,بوروندي,布隆迪,Бурунди
010,NA,Antarctica,NA,Antarctica,Antarctique,Antártida,أنتارتيكا,南极洲,Антарктика
074,NA,Bouvet Island,NA,Bouvet Island,Île Bouvet,Isla Bouvet,جزر بوفيه,博维特岛,остров Буве
120,NA,Cameroon,NA,Cameroon,Cameroun,Camerún,الكاميرون,喀麦隆,Камерун
124,NA,Canada,NA,Canada,Canada,Canadá,كندا,加拿大,Канада
128,NA,Canton and Enderbury Islands,NA,Canton and Enderbury Islands,Îles Canton et Enderbury,Islas Canton y Enderbury,جزر كانتون وإنديربيري,坎顿和恩德贝里群岛,острова Кантон и Эндербери
132,NA,Cabo Verde,NA,Cabo Verde,Cabo Verde,Cabo Verde,كابو فيردي,佛得角,Кабо-Верде
136,NA,Cayman Islands,NA,Cayman Islands,Îles Caïmanes,Islas Caimán,جزر كايمان,开曼群岛,Каймановы острова
140,NA,Central African Republic,NA,Central African Republic,République centrafricaine,República Centroafricana,جمهوريّة أفريقيا الوسطى,中非共和国,Центральноафриканская Республика
144,NA,Sri Lanka,NA,Sri Lanka,Sri Lanka,Sri Lanka,سري لانكا,斯里兰卡,Шри-Ланка
148,NA,Chad,NA,Chad,Tchad,Chad,تشاد,乍得,Чад
152,NA,Chile,NA,Chile,Chili,Chile,شيلي,智利,Чили
156,NA,China,NA,China,Chine,China,الصين,中国,Китай
162,NA,Christmas Island,NA,Christmas Island,Île Christmas,Isla de Navidad,جزر كريسماس,圣诞岛,остров Рождества
166,NA,Cocos (Keeling) Islands,NA,Cocos (Keeling) Islands,Îles des Cocos (Keeling),Islas Cocos (Keeling),جزر كوكوس - كيلنغ,可可群岛,Кокосовые (Килинг) острова
170,NA,Colombia,NA,Colombia,Colombie,Colombia,كولومبيا,哥伦比亚,Колумбия
174,NA,Comoros,NA,Comoros,Comores,Comoras,جزر القمر,科摩罗,Коморские Острова
178,NA,Congo,NA,Congo,Congo,Congo,الكونغو,刚果,Конго
184,NA,Cook Islands,NA,Cook Islands,Îles Cook,Islas Cook,جزر كوك,库克群岛,Острова Кука
188,NA,Costa Rica,NA,Costa Rica,Costa Rica,Costa Rica,كوستاريكا,哥斯达黎加,Коста-Рика
192,NA,Cuba,NA,Cuba,Cuba,Cuba,كوبا,古巴,Куба
196,NA,Cyprus,NA,Cyprus,Chypre,Chipre,قبرص,塞浦路斯,Кипр
200,NA,Czechoslovakia,NA,Czechoslovakia,Tchécoslovaquie,Checoslovaquia,NA,NA,NA
031,NA,Azerbaijan,NA,Azerbaijan,Azerbaïdjan,Azerbaiyán,أذربيجان,阿塞拜疆,Азербайджан
204,NA,Benin,NA,Benin,Bénin,Benin,بنن,贝宁,Бенин
208,NA,Denmark,NA,Denmark,Danemark,Dinamarca,الدانمرك,丹麦,Дания
212,NA,Dominica,NA,Dominica,Dominique,Dominica,دومينيكا,多米尼克,Доминика
214,NA,Dominican Republic,NA,Dominican Republic,République dominicaine,República Dominicana,الجمهوريّة الدومينيكيّة,多米尼加共和国,Доминиканская Республика
112,NA,Belarus,NA,Belarus,Bélarus,Belarús,بيلاروس,白俄罗斯,Беларусь
218,NA,Ecuador,NA,Ecuador,Équateur,Ecuador,إكوادور,厄瓜多尔,Эквадор
818,NA,Egypt,NA,Egypt,Égypte,Egipto,مصر,埃及,Египет
222,NA,El Salvador,NA,El Salvador,El Salvador,El Salvador,السلفادور,萨尔瓦多,Сальвадор
226,NA,Equatorial Guinea,NA,Equatorial Guinea,Guinée équatoriale,Guinea Ecuatorial,غينيا الاستوائيّة,赤道几内亚,Экваториальная Гвинея
230,NA,Ethiopia PDR,NA,Ethiopia PDR,Éthiopie RDP,Etiopía RDP,NA,NA,NA
233,NA,Estonia,NA,Estonia,Estonie,Estonia,إستونيا,爱沙尼亚,Эстония
234,NA,Faroe Islands,NA,Faroe Islands,Îles Féroé,Islas Feroe,جزر فاراو,法罗群岛,Фарерские острова
238,NA,Falkland Islands (Malvinas),NA,Falkland Islands (Malvinas),Îles Falkland (Malvinas),Islas Malvinas (Falkland Islands),جزر فوكلاند - مالفيناس,福克兰群岛（马尔维纳斯）,Фолклендские (Мальвинские) острова
242,NA,Fiji,NA,Fiji,Fidji,Fiji,فيجي,斐济,Фиджи
246,NA,Finland,NA,Finland,Finlande,Finlandia,فنلندا,芬兰,Финляндия
250,NA,France,NA,France,France,Francia,فرنسا,法国,Франция
254,NA,French Guiana,NA,French Guiana,Guyane française,Guayana Francesa,غيانا الفرنسيّة,法属圭亚那,Французская Гвиана
258,NA,French Polynesia,NA,French Polynesia,Polynésie française,Polinesia Francesa,بولينيزيا الفرنسية,法属波利尼西亚,Французская Полинезия
260,NA,French Southern Territories,NA,French Southern Territories,Terres australes françaises,Tierras Australes Francesas,الأراضي الفرنسية الجنوبية,法属南部领地,Французские южные территории
262,NA,Djibouti,NA,Djibouti,Djibouti,Djibouti,جيبوتي,吉布提,Джибути
268,NA,Georgia,NA,Georgia,Géorgie,Georgia,جورجيا,格鲁吉亚,Грузия
266,NA,Gabon,NA,Gabon,Gabon,Gabón,غابون,加蓬,Габон
270,NA,Gambia,NA,Gambia,Gambie,Gambia,غامبيا,冈比亚,Гамбия
274,NA,Gaza Strip,NA,Gaza Strip,bande de Gaza,Franja de Gaza,قطاع غزة,加沙地带,сектор Газа
278,NA,"Germany,New Länder",NA,"Germany,New Länder","Allemagne,NouveauxLänder","Alemania,Nuevos Länder",NA,NA,NA
280,NA,"Germany, Fed. Rep. of",NA,"Germany, Fed. Rep. of","Allemagne, Rép. féd. d'","Alemania, Rep. Fed. de",NA,NA,NA
276,NA,Germany,NA,Germany,Allemagne,Alemania,ألمانيا,德国,Германия
070,NA,Bosnia and Herzegovina,NA,Bosnia and Herzegovina,Bosnie-Herzégovine,Bosnia y Herzegovina,البوسنة والهرسك,波斯尼亚和黑塞哥维那,Босния и Герцеговина
288,NA,Ghana,NA,Ghana,Ghana,Ghana,غانا,加纳,Гана
292,NA,Gibraltar,NA,Gibraltar,Gibraltar,Gibraltar,جبل طارق,直布罗陀,Гибралтар
296,NA,Kiribati,NA,Kiribati,Kiribati,Kiribati,كيريباس,基里巴斯,Кирибати
300,NA,Greece,NA,Greece,Grèce,Grecia,اليونان,希腊,Греция
304,NA,Greenland,NA,Greenland,Groenland,Groenlandia,غرينلاند,格陵兰,Гренландия
308,NA,Grenada,NA,Grenada,Grenade,Granada,غرينادا,格林纳达,Гренада
312,NA,Guadeloupe,NA,Guadeloupe,Guadeloupe,Guadalupe,غوادلوب,瓜德罗普,Гваделупа
316,NA,Guam,NA,Guam,Guam,Guam,غوام,关岛,Гуам
320,NA,Guatemala,NA,Guatemala,Guatemala,Guatemala,غواتيمالا,危地马拉,Гватемала
324,NA,Guinea,NA,Guinea,Guinée,Guinea,غينيا,几内亚,Гвинея
328,NA,Guyana,NA,Guyana,Guyana,Guyana,غيانا,圭亚那,Гайана
334,NA,Heard Island and McDonald Islands,NA,Heard Island and McDonald Islands,Île Heard et Îles McDonald,Isla Heard e Islas McDonald,جزيرة هيرد وجزر ماكدونالد,赫德岛和麦克唐纳岛,остров Херд и острова Макдональд
332,NA,Haiti,NA,Haiti,Haïti,Haití,هايتي,海地,Гаити
336,NA,Holy See,NA,Holy See,Saint-Siège,Santa Sede,الكرسي الرسولي,罗马教廷,Святой Престол
340,NA,Honduras,NA,Honduras,Honduras,Honduras,هندوراس,洪都拉斯,Гондурас
344,NA,"China, Hong Kong SAR",NA,"China, Hong Kong SAR",Chine - RAS de Hong-Kong,"China, RAE de Hong Kong",الصين - هونغ كونغ منطقة إداريّة خاصة,中国香港特区,"Китай, Специальный административный район Гонконг"
348,NA,Hungary,NA,Hungary,Hongrie,Hungría,هنغاريا,匈牙利,Венгрия
191,NA,Croatia,NA,Croatia,Croatie,Croacia,كرواتيا,克罗地亚,Хорватия
352,NA,Iceland,NA,Iceland,Islande,Islandia,آيسلندا,冰岛,Исландия
356,NA,India,NA,India,Inde,India,الهند,印度,Индия
360,NA,Indonesia,NA,Indonesia,Indonésie,Indonesia,إندونيسيا,印度尼西亚,Индонезия
364,NA,Iran (Islamic Republic of),NA,Iran (Islamic Republic of),Iran (République islamique d'),Irán (República Islámica del),إيران (جمهوريّة - الإسلامية),伊朗伊斯兰共和国,Иран (Исламская Республика)
368,NA,Iraq,NA,Iraq,Iraq,Iraq,العراق,伊拉克,Ирак
372,NA,Ireland,NA,Ireland,Irlande,Irlanda,أيرلندا,爱尔兰,Ирландия
376,NA,Israel,NA,Israel,Israël,Israel,إسرائيل,以色列,Израиль
380,NA,Italy,NA,Italy,Italie,Italia,إيطاليا,意大利,Италия
384,NA,Côte d'Ivoire,NA,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,كوت ديفوار,科特迪瓦,Кот-д'Ивуар
398,NA,Kazakhstan,NA,Kazakhstan,Kazakhstan,Kazajstán,كازاخستان,哈萨克斯坦,Казахстан
388,NA,Jamaica,NA,Jamaica,Jamaïque,Jamaica,جامايكا,牙买加,Ямайка
392,NA,Japan,NA,Japan,Japon,Japón,اليابان,日本,Япония
396,NA,Johnston Island,NA,Johnston Island,Île Johnston,Isla de Johnston,جزيرة جونستون,约翰斯顿岛,остров Джонстон
400,NA,Jordan,NA,Jordan,Jordanie,Jordania,الأردن,约旦,Иордания
417,NA,Kyrgyzstan,NA,Kyrgyzstan,Kirghizistan,Kirguistán,قيرغيزستان,吉尔吉斯斯坦,Кыргызстан
404,NA,Kenya,NA,Kenya,Kenya,Kenya,كينيا,肯尼亚,Кения
116,NA,Cambodia,NA,Cambodia,Cambodge,Camboya,كمبوديا,柬埔寨,Камбоджа
408,NA,Democratic People's Republic of Korea,NA,Democratic People's Republic of Korea,République populaire démocratique de Corée,República Popular Democrática de Corea,جمهوريّة كوريا الشعبيّة الديمقراطية,朝鲜民主主义人民共和国,Корейская Народно-Демократическая Республика
410,NA,Republic of Korea,NA,Republic of Korea,République de Corée,República de Corea,جمهوريّة كوريا,大韩民国,Республика Корея
414,NA,Kuwait,NA,Kuwait,Koweït,Kuwait,الكويت,科威特,Кувейт
428,NA,Latvia,NA,Latvia,Lettonie,Letonia,لاتفيا,拉脱维亚,Латвия
418,NA,Lao People's Democratic Republic,NA,Lao People's Democratic Republic,République démocratique populaire lao,República Democrática Popular Lao,جمهوريّة لاو الديمقراطية الشعبية,老挝人民民主共和国,Лаосская Народно-Демократическая Республика
422,NA,Lebanon,NA,Lebanon,Liban,Líbano,لبنان,黎巴嫩,Ливан
426,NA,Lesotho,NA,Lesotho,Lesotho,Lesotho,ليسوتو,莱索托,Лесото
430,NA,Liberia,NA,Liberia,Libéria,Liberia,ليبريا,利比里亚,Либерия
434,NA,Libya,NA,Libya,Libye,Libia,ليبيا,利比亚,Ливия
438,NA,Liechtenstein,NA,Liechtenstein,Liechtenstein,Liechtenstein,ليختنشتاين,列支敦士登,Лихтенштейн
440,NA,Lithuania,NA,Lithuania,Lituanie,Lituania,ليتوانيا,立陶宛,Литва
584,NA,Marshall Islands,NA,Marshall Islands,Îles Marshall,Islas Marshall,جزر مارشال,马绍尔群岛,Маршалловы Острова
446,NA,"China, Macao SAR",NA,"China, Macao SAR",Chine - RAS de Macao,"China, RAE de Macao",الصين - مكاو منطقة إداريّة خاصّة,中国澳门特区,"Китай, Специальный административный район Макао"
450,NA,Madagascar,NA,Madagascar,Madagascar,Madagascar,مدغشقر,马达加斯加,Мадагаскар
454,NA,Malawi,NA,Malawi,Malawi,Malawi,ملاوي,马拉维,Малави
458,NA,Malaysia,NA,Malaysia,Malaisie,Malasia,ماليزيا,马来西亚,Малайзия
462,NA,Maldives,NA,Maldives,Maldives,Maldivas,ملديف,马尔代夫,Мальдивские Острова
466,NA,Mali,NA,Mali,Mali,Malí,مالي,马里,Мали
470,NA,Malta,NA,Malta,Malte,Malta,مالطة,马耳他,Мальта
474,NA,Martinique,NA,Martinique,Martinique,Martinica,مارتينيك,马提尼克,Мартиника
478,NA,Mauritania,NA,Mauritania,Mauritanie,Mauritania,موريتانيا,毛里塔尼亚,Мавритания
480,NA,Mauritius,NA,Mauritius,Maurice,Mauricio,موريشيوس,毛里求斯,Маврикий
484,NA,Mexico,NA,Mexico,Mexique,México,المكسيك,墨西哥,Мексика
488,NA,Midway Islands,NA,Midway Islands,îles Midway,Islas Midway,جزر ميدواي,中途岛,острова Мидуэй
492,NA,Monaco,NA,Monaco,Monaco,Mónaco,موناكو,摩纳哥,Монако
496,NA,Mongolia,NA,Mongolia,Mongolie,Mongolia,منغوليا,蒙古,Монголия
500,NA,Montserrat,NA,Montserrat,Montserrat,Montserrat,مونتيسيرات,蒙特塞拉特,Монтсеррат
504,NA,Morocco,NA,Morocco,Maroc,Marruecos,المغرب,摩洛哥,Марокко
508,NA,Mozambique,NA,Mozambique,Mozambique,Mozambique,موزامبيق,莫桑比克,Мозамбик
583,NA,Micronesia (Federated States of),NA,Micronesia (Federated States of),Micronésie (États fédérés de),Micronesia (Estados Federados de),ميكرونيزيا (ولايات - الموحدة),密克罗尼西亚联邦,Микронезия (Федеративные Штаты)
498,NA,Republic of Moldova,NA,Republic of Moldova,République de Moldova,República de Moldova,جمهوريّة مولدوفا,摩尔多瓦共和国,Республика Молдова
516,NA,Namibia,NA,Namibia,Namibie,Namibia,ناميبيا,纳米比亚,Намибия
520,NA,Nauru,NA,Nauru,Nauru,Nauru,ناورو,瑙鲁,Науру
524,NA,Nepal,NA,Nepal,Népal,Nepal,نيبال,尼泊尔,Непал
528,NA,Netherlands (Kingdom of the),NA,Netherlands (Kingdom of the),Pays-Bas (Royaume des),Países Bajos (Reino de los),هولندا (مملكة _),荷兰王国,Нидерланды (Королевство)
530,NA,Netherlands Antilles,NA,Netherlands Antilles,Antilles néerlandaises,Antillas Neerlandesas,من جزر الأنتيل الهولندية,荷属安的列斯人/属安的列斯人的,(из/ житель) Голландских Антильских островов
536,NA,Neutral Zone,NA,Neutral Zone,Zone Neutre,Zona Neutral,المنطقة المحايدة,中立区,Нейтральная зона
540,NA,New Caledonia,NA,New Caledonia,Nouvelle-Calédonie,Nueva Caledonia,كاليدونيا الجديدة,新喀里多尼亚,Новая Каледония
807,NA,North Macedonia,NA,North Macedonia,Macédoine du Nord,Macedonia del Norte,مقدونيا الشمالية,北马其顿,Северная Македония
548,NA,Vanuatu,NA,Vanuatu,Vanuatu,Vanuatu,فانواتو,瓦努阿图,Вануату
554,NA,New Zealand,NA,New Zealand,Nouvelle-Zélande,Nueva Zelandia,نيوزيلندا,新西兰,Новая Зеландия
558,NA,Nicaragua,NA,Nicaragua,Nicaragua,Nicaragua,نيكاراغوا,尼加拉瓜,Никарагуа
562,NA,Niger,NA,Niger,Niger,Níger,النيجر,尼日尔,Нигер
566,NA,Nigeria,NA,Nigeria,Nigéria,Nigeria,نيجيريا,尼日利亚,Нигерия
570,NA,Niue,NA,Niue,Nioué,Niue,نيوي,纽埃,Ниуэ
574,NA,Norfolk Island,NA,Norfolk Island,Île Norfolk,Isla Norfolk,جزيرة نورفولك,诺福克岛,остров Норфолк
578,NA,Norway,NA,Norway,Norvège,Noruega,النرويج,挪威,Норвегия
580,NA,Northern Mariana Islands,NA,Northern Mariana Islands,Îles Mariannes du Nord,Islas Marianas del Norte,جزر ماريانا الشمالية,北马里亚纳群岛,Северные Марианские острова
582,NA,Trust Territory of the Pacific Islands,NA,Trust Territory of the Pacific Islands,Territoire sous tutelle des Îles du Pacifique,Territorio en Fideicomiso de las Islas del Pacífico,إقليم جزر المحيط الهادئ المشمول بالوصاية,太平洋岛屿托管领土,подопечная территория Тихоокеанские острова
586,NA,Pakistan,NA,Pakistan,Pakistan,Pakistán,باكستان,巴基斯坦,Пакистан
591,NA,Panama,NA,Panama,Panama,Panamá,بنما,巴拿马,Панама
203,NA,Czechia,NA,Czechia,Tchéquie,Chequia,تشيكيا,捷克,Чехия
598,NA,Papua New Guinea,NA,Papua New Guinea,Papouasie-Nouvelle-Guinée,Papua Nueva Guinea,بابوا غينيا الجديدة,巴布亚新几内亚,Папуа – Новая Гвинея
600,NA,Paraguay,NA,Paraguay,Paraguay,Paraguay,باراغواي,巴拉圭,Парагвай
604,NA,Peru,NA,Peru,Pérou,Perú,بيرو,秘鲁,Перу
608,NA,Philippines,NA,Philippines,Philippines,Filipinas,الفلبين,菲律宾,Филиппины
612,NA,Pitcairn,NA,Pitcairn,Pitcairn,Pitcairn,بيتكيرن,皮特克恩,Питкэрн
616,NA,Poland,NA,Poland,Pologne,Polonia,بولندا,波兰,Польша
620,NA,Portugal,NA,Portugal,Portugal,Portugal,البرتغال,葡萄牙,Португалия
624,NA,Guinea-Bissau,NA,Guinea-Bissau,Guinée-Bissau,Guinea-Bissau,غينيا - بيساو,几内亚比绍,Гвинея-Бисау
626,NA,Timor-Leste,NA,Timor-Leste,Timor-Leste,Timor-Leste,تيمور - ليشتي,东帝汶,Тимор-Лешти
630,NA,Puerto Rico,NA,Puerto Rico,Porto Rico,Puerto Rico,بورتوريكو,波多黎各,Пуэрто-Рико
232,NA,Eritrea,NA,Eritrea,Érythrée,Eritrea,إريتريا,厄立特里亚,Эритрея
634,NA,Qatar,NA,Qatar,Qatar,Qatar,قطر,卡塔尔,Катар
585,NA,Palau,NA,Palau,Palaos,Palau,بالاو,帕劳,Палау
716,NA,Zimbabwe,NA,Zimbabwe,Zimbabwe,Zimbabwe,زمبابوي,津巴布韦,Зимбабве
638,NA,Réunion,NA,Réunion,Réunion,Reunión,رييونيون,留尼汪,Реюньон
642,NA,Romania,NA,Romania,Roumanie,Rumania,رومانيا,罗马尼亚,Румыния
646,NA,Rwanda,NA,Rwanda,Rwanda,Rwanda,رواندا,卢旺达,Руанда
643,NA,Russian Federation,NA,Russian Federation,Fédération de Russie,Federación de Rusia,الاتحاد الروسي,俄罗斯联邦,Российская Федерация
891,NA,Serbia and Montenegro,NA,Serbia and Montenegro,Serbie-et-Monténégro,Serbia y Montenegro,NA,NA,NA
654,NA,"Ascension, Saint Helena and Tristan da Cunha",NA,"Ascension, Saint Helena and Tristan da Cunha","Ascension, Sainte-Hélène et Tristan da Cunha","Ascensión, Santa Elena y Tristán de Acuña",سانت هيلانة وأسنسيون وتريستان دا كونا,阿森松、圣赫勒拿和特⾥斯坦-达库尼亚,"острова Вознесения, Святой Елены и Тристан-да-Кунья"
659,NA,Saint Kitts and Nevis,NA,Saint Kitts and Nevis,Saint-Kitts-et-Nevis,Saint Kitts y Nevis,سانت كيتس ونيفس,圣基茨和尼维斯,Сент-Китс и Невис
662,NA,Saint Lucia,NA,Saint Lucia,Sainte-Lucie,Santa Lucía,سانت لوسيا,圣卢西亚,Сент-Люсия
666,NA,Saint Pierre and Miquelon,NA,Saint Pierre and Miquelon,Saint-Pierre-et-Miquelon,San Pedro y Miquelón,سان بيير وميكلون,圣皮埃尔和密克隆,Сен-Пьер и Микелон
670,NA,Saint Vincent and the Grenadines,NA,Saint Vincent and the Grenadines,Saint-Vincent-et-les Grenadines,San Vicente y las Granadinas,سانت فنسنت وجزر غرينادين,圣文森特和格林纳丁斯,Сент-Винсент и Гренадины
674,NA,San Marino,NA,San Marino,Saint-Marin,San Marino,سان مارينو,圣马力诺,Сан-Марино
678,NA,Sao Tome and Principe,NA,Sao Tome and Principe,Sao Tomé-et-Principe,Santo Tomé y Príncipe,سان تومي وبرينسيبي,圣多美和普林西比,Сан-Томе и Принсипи
682,NA,Saudi Arabia,NA,Saudi Arabia,Arabie saoudite,Arabia Saudita,المملكة العربيّة السعوديّة,沙特阿拉伯,Саудовская Аравия
686,NA,Senegal,NA,Senegal,Sénégal,Senegal,السنغال,塞内加尔,Сенегал
690,NA,Seychelles,NA,Seychelles,Seychelles,Seychelles,سيشيل,塞舌尔,Сейшельские Острова
694,NA,Sierra Leone,NA,Sierra Leone,Sierra Leone,Sierra Leona,سيراليون,塞拉利昂,Сьерра-Леоне
705,NA,Slovenia,NA,Slovenia,Slovénie,Eslovenia,سلوفينيا,斯洛文尼亚,Словения
703,NA,Slovakia,NA,Slovakia,Slovaquie,Eslovaquia,سلوفاكيا,斯洛伐克,Словакия
702,NA,Singapore,NA,Singapore,Singapour,Singapur,سنغافورة,新加坡,Сингапур
706,NA,Somalia,NA,Somalia,Somalie,Somalia,الصومال,索马里,Сомали
710,NA,South Africa,NA,South Africa,Afrique du Sud,Sudáfrica,جنوب أفريقيا,南非,Южная Африка
724,NA,Spain,NA,Spain,Espagne,España,إسبانيا,西班牙,Испания
732,NA,Western Sahara,NA,Western Sahara,Sahara occidental,Sáhara Occidental,الصحراء الغربيّة,西撒哈拉,Западная Сахара
736,NA,Sudan (former),NA,Sudan (former),Soudan (ex),Sudán (ex),السودان,苏丹,Судан
740,NA,Suriname,NA,Suriname,Suriname,Suriname,سورينام,苏里南,Суринам
762,NA,Tajikistan,NA,Tajikistan,Tadjikistan,Tayikistán,طاجيكستان,塔吉克斯坦,Таджикистан
748,NA,Eswatini,NA,Eswatini,Eswatini,Eswatini,إسواتيني,斯威士兰,Эсватини
752,NA,Sweden,NA,Sweden,Suède,Suecia,السويد,瑞典,Швеция
756,NA,Switzerland,NA,Switzerland,Suisse,Suiza,سويسرا,瑞士,Швейцария
760,NA,Syrian Arab Republic,NA,Syrian Arab Republic,République arabe syrienne,República Árabe Siria,الجمهوريّة العربيّة السوريّة,阿拉伯叙利亚共和国,Сирийская Арабская Республика
795,NA,Turkmenistan,NA,Turkmenistan,Turkménistan,Turkmenistán,تركمانستان,土库曼斯坦,Туркменистан
158,NA,Taiwan Province of China,NA,Taiwan Province of China,Province chinoise de Taïwan,Provincia china de Taiwán,مقاطعة تايوان الصينية,中国台湾省,китайская провинция Тайвань
834,NA,United Republic of Tanzania,NA,United Republic of Tanzania,République-Unie de Tanzanie,República Unida de Tanzanía,جمهوريّة تنزانيا المتحدة,坦桑尼亚联合共和国,Объединенная Республика Танзания
764,NA,Thailand,NA,Thailand,Thaïlande,Tailandia,تايلند,泰国,Таиланд
768,NA,Togo,NA,Togo,Togo,Togo,توغو,多哥,Того
772,NA,Tokelau,NA,Tokelau,Tokélaou,Tokelau,توكيلاو,托克劳,Токелау
776,NA,Tonga,NA,Tonga,Tonga,Tonga,تونغا,汤加,Тонга
780,NA,Trinidad and Tobago,NA,Trinidad and Tobago,Trinité-et-Tobago,Trinidad y Tabago,ترينيداد وتوباغو,特立尼达和多巴哥,Тринидад и Тобаго
512,NA,Oman,NA,Oman,Oman,Omán,عمان,阿曼,Оман
788,NA,Tunisia,NA,Tunisia,Tunisie,Túnez,تونس,突尼斯,Тунис
792,NA,Türkiye,NA,Türkiye,Türkiye,Türkiye,تركيا,土耳其,Турция
796,NA,Turks and Caicos Islands,NA,Turks and Caicos Islands,Îles Turques-et-Caïques,Islas Turcas y Caicos,جزر تركس وكايكوس,特克斯和凯科斯群岛,острова Тёркс и Кайкос
784,NA,United Arab Emirates,NA,United Arab Emirates,Émirats arabes unis,Emiratos Árabes Unidos,الإمارات العربيّة المتحدة,阿拉伯联合酋长国,Объединенные Арабские Эмираты
800,NA,Uganda,NA,Uganda,Ouganda,Uganda,أوغندا,乌干达,Уганда
798,NA,Tuvalu,NA,Tuvalu,Tuvalu,Tuvalu,توفالو,图瓦卢,Тувалу
810,NA,Un. Sov. Soc. Rep.,NA,Un. Sov. Soc. Rep.,Union des Rép.soc.sov.,Unión de Rep.Soc.Sov.,NA,NA,NA
826,NA,United Kingdom of Great Britain and Northern Ireland,NA,United Kingdom of Great Britain and Northern Ireland,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Reino Unido de Gran Bretaña e Irlanda del Norte,المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية,大不列颠及北爱尔兰联合王国,Соединенное Королевство Великобритании и Северной Ирландии
804,NA,Ukraine,NA,Ukraine,Ukraine,Ucrania,أوكرانيا,乌克兰,Украина
840,NA,United States of America,NA,United States of America,États-Unis d'Amérique,Estados Unidos de América,الولايات المتحدة الأمريكيّة,美利坚合众国,Соединенные Штаты Америки
581,NA,United States Minor Outlying Islands,NA,United States Minor Outlying Islands,Îles mineures éloignées des États-Unis,Islas menores alejadas de los Estados Unidos,جزر الولايات المتحدة الصغرى,美国本土外小岛屿,Внешние малые острова Соединенных Штатов Америки
854,NA,Burkina Faso,NA,Burkina Faso,Burkina Faso,Burkina Faso,بوركينا فاسو,布基纳法索,Буркина-Фасо
